minute,day,flow.category,side,bee/wind orientation,flight direction,median velocity in px/second (x+y components)
95,06_21_17',1,LEFT',UW',NEST',0.443067975
96,06_21_17',1,LEFT',UW',NEST',0.3170313499
96,06_21_17',1,LEFT',UW',NEST',0.7837342728
97,06_21_17',1,LEFT',DW',FEED',0.492959255
97,06_21_17',0,RITE',NW',FEED',0.3070319055
101,06_21_17',1,LEFT',UW',NEST',0.6353007269
103,06_21_17',1,LEFT',DW',FEED',0.3664882707
104,06_21_17',1,LEFT',UW',NEST',0.2176491995
105,06_21_17',1,LEFT',UW',NEST',0.548674256
105,06_21_17',1,LEFT',DW',FEED',0.2560127628
106,06_21_17',1,LEFT',DW',FEED',0.2659197886
107,06_21_17',1,LEFT',UW',NEST',0.4303996776
110,06_21_17',0,RITE',NW',NEST',0.2922167774
110,06_21_17',1,LEFT',DW',FEED',0.5491944449
112,06_21_17',0,RITE',NW',NEST',0.2397586622
115,06_21_17',1,LEFT',UW',NEST',0.2398627569
118,06_21_17',1,LEFT',UW',NEST',0.6058209746
118,06_21_17',0,RITE',NW',NEST',0.5923001709
119,06_21_17',1,LEFT',UW',NEST',0.6780565883
119,06_21_17',0,RITE',NW',NEST',0.5156908219
120,06_21_17',0,RITE',NW',NEST',0.3579432442
