minute,day,flow.category,side,bee/wind orientation,flight direction,fast slow
116,06_07_17',1.19,RITE',DW',FEED',FAST'
117,06_07_17',-1.19,LEFT',DW',NEST',FAST'
117,06_07_17',1.19,RITE',DW',FEED',FAST'
117,06_07_17',-1.19,LEFT',UW',FEED',FAST'
117,06_07_17',1.19,RITE',UW',NEST',FAST'
118,06_07_17',-1.19,LEFT',UW',FEED',FAST'
118,06_07_17',1.19,RITE',UW',NEST',FAST'
118,06_07_17',-1.19,LEFT',DW',NEST',FAST'
118,06_07_17',-1.19,LEFT',UW',FEED',FAST'
118,06_07_17',1.19,RITE',UW',NEST',FAST'
118,06_07_17',1.19,RITE',UW',NEST',FAST'
119,06_07_17',-1.19,LEFT',UW',FEED',FAST'
119,06_07_17',1.19,RITE',DW',FEED',FAST'
119,06_07_17',-1.19,LEFT',UW',FEED',FAST'
119,06_07_17',-1.19,LEFT',UW',FEED',FAST'
119,06_07_17',1.19,RITE',UW',NEST',FAST'
119,06_07_17',1.19,RITE',UW',NEST',FAST'
120,06_07_17',-1.19,LEFT',DW',NEST',FAST'
120,06_07_17',-1.19,LEFT',UW',FEED',FAST'
120,06_07_17',-1.19,LEFT',UW',FEED',FAST'
120,06_07_17',1.19,RITE',UW',NEST',FAST'
120,06_07_17',-1.19,LEFT',UW',FEED',FAST'
120,06_07_17',1.19,RITE',UW',NEST',FAST'
120,06_07_17',1.19,RITE',UW',NEST',FAST'
121,06_07_17',1.19,RITE',DW',FEED',FAST'
121,06_07_17',1.19,RITE',UW',NEST',FAST'
121,06_07_17',-1.19,LEFT',UW',FEED',FAST'
121,06_07_17',1.19,RITE',DW',FEED',FAST'
121,06_07_17',1.19,RITE',UW',NEST',FAST'
121,06_07_17',1.19,RITE',UW',NEST',FAST'
1,06_08_17',0.25,LEFT',UW',NEST',SLOW'
2,06_08_17',0.25,LEFT',UW',NEST',SLOW'
9,06_08_17',0.25,LEFT',DW',FEED',SLOW'
10,06_08_17',-1.07,RITE',DW',NEST',FAST'
11,06_08_17',0.25,LEFT',DW',FEED',SLOW'
13,06_08_17',-1.07,RITE',DW',NEST',FAST'
14,06_08_17',0.25,LEFT',DW',FEED',SLOW'
15,06_08_17',0.25,LEFT',UW',NEST',SLOW'
17,06_08_17',-1.07,RITE',UW',FEED',FAST'
21,06_08_17',0.25,LEFT',UW',NEST',SLOW'
25,06_08_17',-1.07,RITE',DW',NEST',FAST'
25,06_08_17',-1.07,RITE',DW',NEST',FAST'
28,06_08_17',0.25,LEFT',UW',NEST',SLOW'
30,06_08_17',0.25,LEFT',UW',NEST',SLOW'
31,06_08_17',-1.07,RITE',DW',NEST',FAST'
32,06_08_17',-1.07,RITE',UW',FEED',FAST'
33,06_08_17',0.25,LEFT',DW',FEED',SLOW'
33,06_08_17',0.25,LEFT',UW',NEST',SLOW'
33,06_08_17',0.25,LEFT',UW',NEST',SLOW'
34,06_08_17',-1.07,RITE',UW',FEED',FAST'
37,06_08_17',0.25,LEFT',DW',FEED',SLOW'
37,06_08_17',0.25,LEFT',UW',NEST',SLOW'
37,06_08_17',-1.07,RITE',DW',NEST',FAST'
39,06_08_17',-1.07,RITE',DW',NEST',FAST'
44,06_08_17',-1.07,RITE',UW',FEED',FAST'
45,06_08_17',0.25,LEFT',DW',FEED',SLOW'
45,06_08_17',0.25,LEFT',UW',NEST',SLOW'
49,06_08_17',0.25,LEFT',DW',FEED',SLOW'
49,06_08_17',0.25,LEFT',UW',NEST',SLOW'
50,06_08_17',-1.07,RITE',UW',FEED',FAST'
52,06_08_17',0.25,LEFT',DW',FEED',SLOW'
53,06_08_17',-1.07,RITE',UW',FEED',FAST'
53,06_08_17',-1.07,RITE',UW',FEED',FAST'
53,06_08_17',0.25,LEFT',UW',NEST',SLOW'
54,06_08_17',-1.07,RITE',UW',FEED',FAST'
54,06_08_17',-1.07,RITE',UW',FEED',FAST'
54,06_08_17',0.25,LEFT',UW',NEST',SLOW'
57,06_08_17',0.25,LEFT',UW',NEST',SLOW'
57,06_08_17',0.25,LEFT',UW',NEST',SLOW'
58,06_08_17',0.25,LEFT',UW',NEST',SLOW'
58,06_08_17',-1.07,RITE',DW',NEST',FAST'
59,06_08_17',0.25,LEFT',DW',FEED',SLOW'
59,06_08_17',-1.07,RITE',UW',FEED',FAST'
59,06_08_17',-1.07,RITE',UW',FEED',FAST'
61,06_08_17',0.25,LEFT',UW',NEST',SLOW'
61,06_08_17',-1.07,RITE',UW',FEED',FAST'
62,06_08_17',-1.07,RITE',DW',NEST',FAST'
63,06_08_17',-1.07,RITE',UW',FEED',FAST'
63,06_08_17',-1.07,RITE',UW',FEED',FAST'
63,06_08_17',-1.07,RITE',UW',FEED',FAST'
64,06_08_17',-1.07,RITE',UW',FEED',FAST'
67,06_08_17',0.25,LEFT',UW',NEST',SLOW'
69,06_08_17',-1.07,RITE',UW',FEED',FAST'
70,06_08_17',0.25,LEFT',UW',NEST',SLOW'
72,06_08_17',0.25,LEFT',UW',NEST',SLOW'
72,06_08_17',0.25,LEFT',UW',NEST',SLOW'
72,06_08_17',0.25,LEFT',UW',NEST',SLOW'
74,06_08_17',-1.07,RITE',UW',FEED',FAST'
76,06_08_17',-1.07,RITE',UW',FEED',FAST'
78,06_08_17',-1.07,RITE',UW',FEED',FAST'
80,06_08_17',0.25,LEFT',UW',NEST',SLOW'
80,06_08_17',0.25,LEFT',DW',FEED',SLOW'
86,06_08_17',0.25,LEFT',UW',NEST',SLOW'
96,06_08_17',0.25,LEFT',UW',NEST',SLOW'
100,06_08_17',-1.07,RITE',DW',NEST',FAST'
100,06_08_17',-1.07,RITE',DW',NEST',FAST'
102,06_08_17',-1.07,RITE',DW',NEST',FAST'
104,06_08_17',-1.07,RITE',DW',NEST',FAST'
104,06_08_17',-1.07,RITE',DW',NEST',FAST'
105,06_08_17',0.25,LEFT',UW',NEST',SLOW'
105,06_08_17',-1.07,RITE',DW',NEST',FAST'
105,06_08_17',-1.07,RITE',UW',FEED',FAST'
106,06_08_17',-1.07,RITE',UW',FEED',FAST'
106,06_08_17',0.25,LEFT',UW',NEST',SLOW'
109,06_08_17',-1.07,RITE',DW',NEST',FAST'
111,06_08_17',0.25,LEFT',UW',NEST',SLOW'
112,06_08_17',-1.07,RITE',UW',FEED',FAST'
114,06_08_17',0.25,LEFT',UW',NEST',SLOW'
115,06_08_17',0.25,LEFT',UW',NEST',SLOW'
116,06_08_17',-1.07,RITE',UW',FEED',FAST'
116,06_08_17',-1.07,RITE',DW',NEST',FAST'
117,06_08_17',0.25,LEFT',UW',NEST',SLOW'
118,06_08_17',-1.07,RITE',UW',FEED',FAST'
1,06_09_17',-0.25,RITE',UW',FEED',SLOW'
2,06_09_17',1.07,LEFT',DW',FEED',FAST'
3,06_09_17',1.07,LEFT',UW',NEST',FAST'
4,06_09_17',1.07,LEFT',DW',FEED',FAST'
4,06_09_17',1.07,LEFT',UW',NEST',FAST'
4,06_09_17',1.07,LEFT',UW',NEST',FAST'
4,06_09_17',-0.25,RITE',DW',NEST',SLOW'
5,06_09_17',1.07,LEFT',UW',NEST',FAST'
5,06_09_17',-0.25,RITE',DW',NEST',SLOW'
5,06_09_17',1.07,LEFT',UW',NEST',FAST'
5,06_09_17',-0.25,RITE',UW',FEED',SLOW'
6,06_09_17',1.07,LEFT',DW',FEED',FAST'
7,06_09_17',1.07,LEFT',DW',FEED',FAST'
7,06_09_17',1.07,LEFT',UW',NEST',FAST'
7,06_09_17',-0.25,RITE',DW',NEST',SLOW'
8,06_09_17',1.07,LEFT',DW',FEED',FAST'
9,06_09_17',-0.25,RITE',DW',NEST',SLOW'
10,06_09_17',-0.25,RITE',UW',FEED',SLOW'
10,06_09_17',1.07,LEFT',UW',NEST',FAST'
10,06_09_17',1.07,LEFT',UW',NEST',FAST'
10,06_09_17',1.07,LEFT',DW',FEED',FAST'
10,06_09_17',-0.25,RITE',UW',FEED',SLOW'
11,06_09_17',1.07,LEFT',UW',NEST',FAST'
11,06_09_17',-0.25,RITE',UW',FEED',SLOW'
12,06_09_17',1.07,LEFT',UW',NEST',FAST'
13,06_09_17',-0.25,RITE',DW',NEST',SLOW'
14,06_09_17',1.07,LEFT',DW',FEED',FAST'
15,06_09_17',1.07,LEFT',DW',FEED',FAST'
15,06_09_17',1.07,LEFT',DW',FEED',FAST'
15,06_09_17',-0.25,RITE',UW',FEED',SLOW'
15,06_09_17',-0.25,RITE',UW',FEED',SLOW'
15,06_09_17',1.07,LEFT',UW',NEST',FAST'
16,06_09_17',1.07,LEFT',UW',NEST',FAST'
16,06_09_17',1.07,LEFT',UW',NEST',FAST'
16,06_09_17',-0.25,RITE',DW',NEST',SLOW'
16,06_09_17',-0.25,RITE',UW',FEED',SLOW'
16,06_09_17',1.07,LEFT',UW',NEST',FAST'
17,06_09_17',-0.25,RITE',UW',FEED',SLOW'
20,06_09_17',1.07,LEFT',DW',FEED',FAST'
22,06_09_17',-0.25,RITE',UW',FEED',SLOW'
23,06_09_17',1.07,LEFT',DW',FEED',FAST'
24,06_09_17',-0.25,RITE',DW',NEST',SLOW'
24,06_09_17',1.07,LEFT',UW',NEST',FAST'
24,06_09_17',-0.25,RITE',UW',FEED',SLOW'
26,06_09_17',1.07,LEFT',DW',FEED',FAST'
30,06_09_17',1.07,LEFT',DW',FEED',FAST'
31,06_09_17',-0.25,RITE',UW',FEED',SLOW'
31,06_09_17',-0.25,RITE',UW',FEED',SLOW'
31,06_09_17',1.07,LEFT',DW',FEED',FAST'
32,06_09_17',-0.25,RITE',DW',NEST',SLOW'
32,06_09_17',-0.25,RITE',UW',FEED',SLOW'
32,06_09_17',1.07,LEFT',DW',FEED',FAST'
32,06_09_17',1.07,LEFT',UW',NEST',FAST'
33,06_09_17',1.07,LEFT',UW',NEST',FAST'
33,06_09_17',1.07,LEFT',UW',NEST',FAST'
34,06_09_17',-0.25,RITE',UW',FEED',SLOW'
34,06_09_17',1.07,LEFT',UW',NEST',FAST'
34,06_09_17',1.07,LEFT',UW',NEST',FAST'
35,06_09_17',1.07,LEFT',UW',NEST',FAST'
35,06_09_17',1.07,LEFT',UW',NEST',FAST'
35,06_09_17',-0.25,RITE',UW',FEED',SLOW'
35,06_09_17',-0.25,RITE',UW',FEED',SLOW'
36,06_09_17',-0.25,RITE',DW',NEST',SLOW'
37,06_09_17',-0.25,RITE',DW',NEST',SLOW'
37,06_09_17',-0.25,RITE',UW',FEED',SLOW'
37,06_09_17',-0.25,RITE',DW',NEST',SLOW'
37,06_09_17',1.07,LEFT',UW',NEST',FAST'
39,06_09_17',-0.25,RITE',UW',FEED',SLOW'
39,06_09_17',-0.25,RITE',UW',FEED',SLOW'
39,06_09_17',-0.25,RITE',UW',FEED',SLOW'
39,06_09_17',-0.25,RITE',DW',NEST',SLOW'
40,06_09_17',1.07,LEFT',DW',FEED',FAST'
41,06_09_17',-0.25,RITE',UW',FEED',SLOW'
42,06_09_17',1.07,LEFT',UW',NEST',FAST'
43,06_09_17',-0.25,RITE',UW',FEED',SLOW'
44,06_09_17',1.07,LEFT',UW',NEST',FAST'
46,06_09_17',-0.25,RITE',DW',NEST',SLOW'
47,06_09_17',1.07,LEFT',UW',NEST',FAST'
48,06_09_17',1.07,LEFT',DW',FEED',FAST'
49,06_09_17',-0.25,RITE',DW',NEST',SLOW'
50,06_09_17',1.07,LEFT',DW',FEED',FAST'
50,06_09_17',1.07,LEFT',DW',FEED',FAST'
51,06_09_17',-0.25,RITE',DW',NEST',SLOW'
52,06_09_17',-0.25,RITE',DW',NEST',SLOW'
53,06_09_17',-0.25,RITE',UW',FEED',SLOW'
53,06_09_17',1.07,LEFT',UW',NEST',FAST'
54,06_09_17',-0.25,RITE',UW',FEED',SLOW'
54,06_09_17',-0.25,RITE',UW',FEED',SLOW'
54,06_09_17',-0.25,RITE',UW',FEED',SLOW'
54,06_09_17',1.07,LEFT',UW',NEST',FAST'
56,06_09_17',-0.25,RITE',UW',FEED',SLOW'
57,06_09_17',1.07,LEFT',UW',NEST',FAST'
57,06_09_17',-0.25,RITE',DW',NEST',SLOW'
58,06_09_17',-0.25,RITE',DW',NEST',SLOW'
58,06_09_17',1.07,LEFT',DW',FEED',FAST'
59,06_09_17',1.07,LEFT',DW',FEED',FAST'
59,06_09_17',-0.25,RITE',UW',FEED',SLOW'
59,06_09_17',-0.25,RITE',DW',NEST',SLOW'
60,06_09_17',1.07,LEFT',DW',FEED',FAST'
61,06_09_17',-0.25,RITE',UW',FEED',SLOW'
61,06_09_17',-0.25,RITE',DW',NEST',SLOW'
62,06_09_17',1.07,LEFT',DW',FEED',FAST'
63,06_09_17',1.07,LEFT',UW',NEST',FAST'
63,06_09_17',1.07,LEFT',UW',NEST',FAST'
63,06_09_17',-0.25,RITE',UW',FEED',SLOW'
66,06_09_17',-0.25,RITE',UW',FEED',SLOW'
66,06_09_17',-0.25,RITE',UW',FEED',SLOW'
67,06_09_17',-0.25,RITE',DW',NEST',SLOW'
68,06_09_17',-0.25,RITE',UW',FEED',SLOW'
68,06_09_17',-0.25,RITE',UW',FEED',SLOW'
70,06_09_17',-0.25,RITE',UW',FEED',SLOW'
72,06_09_17',-0.25,RITE',DW',NEST',SLOW'
73,06_09_17',1.07,LEFT',UW',NEST',FAST'
73,06_09_17',1.07,LEFT',UW',NEST',FAST'
73,06_09_17',1.07,LEFT',DW',FEED',FAST'
73,06_09_17',-0.25,RITE',DW',NEST',SLOW'
74,06_09_17',-0.25,RITE',UW',FEED',SLOW'
74,06_09_17',-0.25,RITE',DW',NEST',SLOW'
75,06_09_17',1.07,LEFT',DW',FEED',FAST'
76,06_09_17',1.07,LEFT',UW',NEST',FAST'
77,06_09_17',1.07,LEFT',UW',NEST',FAST'
77,06_09_17',-0.25,RITE',UW',FEED',SLOW'
77,06_09_17',-0.25,RITE',DW',NEST',SLOW'
79,06_09_17',1.07,LEFT',UW',NEST',FAST'
79,06_09_17',-0.25,RITE',UW',FEED',SLOW'
79,06_09_17',-0.25,RITE',DW',NEST',SLOW'
79,06_09_17',-0.25,RITE',DW',NEST',SLOW'
80,06_09_17',1.07,LEFT',UW',NEST',FAST'
81,06_09_17',-0.25,RITE',DW',NEST',SLOW'
81,06_09_17',-0.25,RITE',UW',FEED',SLOW'
82,06_09_17',1.07,LEFT',DW',FEED',FAST'
84,06_09_17',-0.25,RITE',UW',FEED',SLOW'
84,06_09_17',-0.25,RITE',UW',FEED',SLOW'
84,06_09_17',1.07,LEFT',DW',FEED',FAST'
87,06_09_17',-0.25,RITE',UW',FEED',SLOW'
87,06_09_17',1.07,LEFT',DW',FEED',FAST'
87,06_09_17',1.07,LEFT',DW',FEED',FAST'
88,06_09_17',-0.25,RITE',UW',FEED',SLOW'
88,06_09_17',1.07,LEFT',DW',FEED',FAST'
89,06_09_17',-0.25,RITE',UW',FEED',SLOW'
89,06_09_17',-0.25,RITE',DW',NEST',SLOW'
90,06_09_17',-0.25,RITE',DW',NEST',SLOW'
91,06_09_17',1.07,LEFT',UW',NEST',FAST'
91,06_09_17',-0.25,RITE',DW',NEST',SLOW'
92,06_09_17',-0.25,RITE',DW',NEST',SLOW'
92,06_09_17',-0.25,RITE',UW',FEED',SLOW'
93,06_09_17',1.07,LEFT',UW',NEST',FAST'
93,06_09_17',-0.25,RITE',UW',FEED',SLOW'
94,06_09_17',-0.25,RITE',UW',FEED',SLOW'
94,06_09_17',1.07,LEFT',DW',FEED',FAST'
95,06_09_17',1.07,LEFT',UW',NEST',FAST'
96,06_09_17',1.07,LEFT',DW',FEED',FAST'
97,06_09_17',1.07,LEFT',UW',NEST',FAST'
97,06_09_17',1.07,LEFT',DW',FEED',FAST'
97,06_09_17',-0.25,RITE',DW',NEST',SLOW'
99,06_09_17',1.07,LEFT',UW',NEST',FAST'
100,06_09_17',1.07,LEFT',UW',NEST',FAST'
100,06_09_17',-0.25,RITE',UW',FEED',SLOW'
101,06_09_17',-0.25,RITE',UW',FEED',SLOW'
101,06_09_17',-0.25,RITE',DW',NEST',SLOW'
103,06_09_17',-0.25,RITE',DW',NEST',SLOW'
104,06_09_17',-0.25,RITE',DW',NEST',SLOW'
104,06_09_17',-0.25,RITE',DW',NEST',SLOW'
104,06_09_17',-0.25,RITE',DW',NEST',SLOW'
106,06_09_17',1.07,LEFT',UW',NEST',FAST'
107,06_09_17',-0.25,RITE',UW',FEED',SLOW'
108,06_09_17',-0.25,RITE',UW',FEED',SLOW'
109,06_09_17',-0.25,RITE',UW',FEED',SLOW'
109,06_09_17',1.07,LEFT',DW',FEED',FAST'
110,06_09_17',-0.25,RITE',DW',NEST',SLOW'
112,06_09_17',-0.25,RITE',DW',NEST',SLOW'
112,06_09_17',-0.25,RITE',UW',FEED',SLOW'
112,06_09_17',-0.25,RITE',DW',NEST',SLOW'
113,06_09_17',-0.25,RITE',UW',FEED',SLOW'
113,06_09_17',-0.25,RITE',UW',FEED',SLOW'
114,06_09_17',1.07,LEFT',DW',FEED',FAST'
114,06_09_17',1.07,LEFT',UW',NEST',FAST'
115,06_09_17',1.07,LEFT',UW',NEST',FAST'
116,06_09_17',1.07,LEFT',UW',NEST',FAST'
116,06_09_17',1.07,LEFT',UW',NEST',FAST'
116,06_09_17',-0.25,RITE',DW',NEST',SLOW'
116,06_09_17',1.07,LEFT',UW',NEST',FAST'
117,06_09_17',1.07,LEFT',UW',NEST',FAST'
119,06_09_17',1.07,LEFT',DW',FEED',FAST'
119,06_09_17',1.07,LEFT',UW',NEST',FAST'
119,06_09_17',-0.25,RITE',UW',FEED',SLOW'
120,06_09_17',-0.25,RITE',DW',NEST',SLOW'
121,06_09_17',1.07,LEFT',DW',FEED',FAST'
121,06_09_17',1.07,LEFT',DW',FEED',FAST'
1,06_10_17',0.25,RITE',UW',NEST',SLOW'
1,06_10_17',-1.07,LEFT',UW',FEED',FAST'
1,06_10_17',0.25,RITE',UW',NEST',SLOW'
1,06_10_17',0.25,RITE',UW',NEST',SLOW'
1,06_10_17',0.25,RITE',UW',NEST',SLOW'
2,06_10_17',0.25,RITE',UW',NEST',SLOW'
2,06_10_17',-1.07,LEFT',UW',FEED',FAST'
3,06_10_17',-1.07,LEFT',UW',FEED',FAST'
3,06_10_17',0.25,RITE',DW',FEED',SLOW'
3,06_10_17',0.25,RITE',UW',NEST',SLOW'
3,06_10_17',-1.07,LEFT',DW',NEST',FAST'
3,06_10_17',0.25,RITE',DW',FEED',SLOW'
4,06_10_17',0.25,RITE',DW',FEED',SLOW'
4,06_10_17',0.25,RITE',UW',NEST',SLOW'
4,06_10_17',-1.07,LEFT',UW',FEED',FAST'
4,06_10_17',0.25,RITE',UW',NEST',SLOW'
4,06_10_17',-1.07,LEFT',UW',FEED',FAST'
5,06_10_17',0.25,RITE',UW',NEST',SLOW'
5,06_10_17',-1.07,LEFT',UW',FEED',FAST'
5,06_10_17',-1.07,LEFT',UW',FEED',FAST'
6,06_10_17',-1.07,LEFT',DW',NEST',FAST'
6,06_10_17',-1.07,LEFT',DW',NEST',FAST'
6,06_10_17',-1.07,LEFT',UW',FEED',FAST'
6,06_10_17',0.25,RITE',DW',FEED',SLOW'
7,06_10_17',-1.07,LEFT',UW',FEED',FAST'
7,06_10_17',0.25,RITE',UW',NEST',SLOW'
7,06_10_17',0.25,RITE',UW',NEST',SLOW'
7,06_10_17',0.25,RITE',UW',NEST',SLOW'
7,06_10_17',-1.07,LEFT',UW',FEED',FAST'
8,06_10_17',-1.07,LEFT',UW',FEED',FAST'
8,06_10_17',0.25,RITE',DW',FEED',SLOW'
8,06_10_17',-1.07,LEFT',DW',NEST',FAST'
8,06_10_17',0.25,RITE',UW',NEST',SLOW'
9,06_10_17',-1.07,LEFT',DW',NEST',FAST'
9,06_10_17',-1.07,LEFT',DW',NEST',FAST'
9,06_10_17',-1.07,LEFT',DW',NEST',FAST'
9,06_10_17',0.25,RITE',DW',FEED',SLOW'
9,06_10_17',0.25,RITE',DW',FEED',SLOW'
9,06_10_17',0.25,RITE',UW',NEST',SLOW'
9,06_10_17',-1.07,LEFT',UW',FEED',FAST'
9,06_10_17',0.25,RITE',UW',NEST',SLOW'
10,06_10_17',0.25,RITE',DW',FEED',SLOW'
10,06_10_17',-1.07,LEFT',UW',FEED',FAST'
10,06_10_17',0.25,RITE',DW',FEED',SLOW'
10,06_10_17',0.25,RITE',UW',NEST',SLOW'
11,06_10_17',-1.07,LEFT',UW',FEED',FAST'
11,06_10_17',0.25,RITE',UW',NEST',SLOW'
12,06_10_17',0.25,RITE',UW',NEST',SLOW'
12,06_10_17',0.25,RITE',UW',NEST',SLOW'
12,06_10_17',0.25,RITE',UW',NEST',SLOW'
12,06_10_17',0.25,RITE',UW',NEST',SLOW'
13,06_10_17',-1.07,LEFT',DW',NEST',FAST'
13,06_10_17',0.25,RITE',UW',NEST',SLOW'
13,06_10_17',-1.07,LEFT',DW',NEST',FAST'
14,06_10_17',-1.07,LEFT',UW',FEED',FAST'
15,06_10_17',0.25,RITE',UW',NEST',SLOW'
15,06_10_17',0.25,RITE',DW',FEED',SLOW'
15,06_10_17',-1.07,LEFT',UW',FEED',FAST'
16,06_10_17',-1.07,LEFT',DW',NEST',FAST'
16,06_10_17',0.25,RITE',UW',NEST',SLOW'
17,06_10_17',0.25,RITE',DW',FEED',SLOW'
17,06_10_17',0.25,RITE',DW',FEED',SLOW'
17,06_10_17',-1.07,LEFT',UW',FEED',FAST'
18,06_10_17',0.25,RITE',UW',NEST',SLOW'
19,06_10_17',-1.07,LEFT',UW',FEED',FAST'
19,06_10_17',-1.07,LEFT',UW',FEED',FAST'
19,06_10_17',-1.07,LEFT',UW',FEED',FAST'
20,06_10_17',-1.07,LEFT',DW',NEST',FAST'
20,06_10_17',-1.07,LEFT',DW',NEST',FAST'
20,06_10_17',0.25,RITE',UW',NEST',SLOW'
21,06_10_17',-1.07,LEFT',UW',FEED',FAST'
21,06_10_17',-1.07,LEFT',DW',NEST',FAST'
21,06_10_17',-1.07,LEFT',DW',NEST',FAST'
21,06_10_17',0.25,RITE',UW',NEST',SLOW'
21,06_10_17',-1.07,LEFT',UW',FEED',FAST'
21,06_10_17',-1.07,LEFT',UW',FEED',FAST'
21,06_10_17',-1.07,LEFT',DW',NEST',FAST'
22,06_10_17',0.25,RITE',DW',FEED',SLOW'
22,06_10_17',-1.07,LEFT',UW',FEED',FAST'
22,06_10_17',0.25,RITE',DW',FEED',SLOW'
23,06_10_17',0.25,RITE',DW',FEED',SLOW'
23,06_10_17',0.25,RITE',UW',NEST',SLOW'
23,06_10_17',0.25,RITE',UW',NEST',SLOW'
24,06_10_17',-1.07,LEFT',DW',NEST',FAST'
25,06_10_17',0.25,RITE',UW',NEST',SLOW'
25,06_10_17',0.25,RITE',UW',NEST',SLOW'
26,06_10_17',0.25,RITE',DW',FEED',SLOW'
26,06_10_17',0.25,RITE',DW',FEED',SLOW'
26,06_10_17',-1.07,LEFT',UW',FEED',FAST'
27,06_10_17',0.25,RITE',UW',NEST',SLOW'
27,06_10_17',-1.07,LEFT',DW',NEST',FAST'
27,06_10_17',-1.07,LEFT',UW',FEED',FAST'
28,06_10_17',-1.07,LEFT',UW',FEED',FAST'
29,06_10_17',0.25,RITE',UW',NEST',SLOW'
29,06_10_17',0.25,RITE',UW',NEST',SLOW'
29,06_10_17',0.25,RITE',UW',NEST',SLOW'
29,06_10_17',0.25,RITE',UW',NEST',SLOW'
30,06_10_17',-1.07,LEFT',UW',FEED',FAST'
31,06_10_17',-1.07,LEFT',UW',FEED',FAST'
31,06_10_17',0.25,RITE',UW',NEST',SLOW'
31,06_10_17',-1.07,LEFT',UW',FEED',FAST'
31,06_10_17',0.25,RITE',UW',NEST',SLOW'
32,06_10_17',-1.07,LEFT',UW',FEED',FAST'
32,06_10_17',-1.07,LEFT',DW',NEST',FAST'
32,06_10_17',0.25,RITE',DW',FEED',SLOW'
33,06_10_17',0.25,RITE',UW',NEST',SLOW'
34,06_10_17',-1.07,LEFT',DW',NEST',FAST'
34,06_10_17',-1.07,LEFT',UW',FEED',FAST'
34,06_10_17',0.25,RITE',DW',FEED',SLOW'
34,06_10_17',0.25,RITE',UW',NEST',SLOW'
34,06_10_17',-1.07,LEFT',DW',NEST',FAST'
34,06_10_17',0.25,RITE',DW',FEED',SLOW'
35,06_10_17',-1.07,LEFT',UW',FEED',FAST'
36,06_10_17',0.25,RITE',DW',FEED',SLOW'
38,06_10_17',-1.07,LEFT',UW',FEED',FAST'
38,06_10_17',0.25,RITE',UW',NEST',SLOW'
38,06_10_17',-1.07,LEFT',DW',NEST',FAST'
38,06_10_17',0.25,RITE',DW',FEED',SLOW'
39,06_10_17',-1.07,LEFT',DW',NEST',FAST'
39,06_10_17',0.25,RITE',UW',NEST',SLOW'
39,06_10_17',-1.07,LEFT',UW',FEED',FAST'
39,06_10_17',-1.07,LEFT',DW',NEST',FAST'
39,06_10_17',-1.07,LEFT',DW',NEST',FAST'
40,06_10_17',-1.07,LEFT',UW',FEED',FAST'
40,06_10_17',0.25,RITE',UW',NEST',SLOW'
41,06_10_17',-1.07,LEFT',DW',NEST',FAST'
42,06_10_17',0.25,RITE',DW',FEED',SLOW'
42,06_10_17',0.25,RITE',DW',FEED',SLOW'
42,06_10_17',-1.07,LEFT',UW',FEED',FAST'
42,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',0.25,RITE',DW',FEED',SLOW'
43,06_10_17',-1.07,LEFT',UW',FEED',FAST'
43,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',0.25,RITE',UW',NEST',SLOW'
43,06_10_17',-1.07,LEFT',UW',FEED',FAST'
44,06_10_17',-1.07,LEFT',UW',FEED',FAST'
44,06_10_17',-1.07,LEFT',UW',FEED',FAST'
44,06_10_17',0.25,RITE',UW',NEST',SLOW'
44,06_10_17',-1.07,LEFT',DW',NEST',FAST'
44,06_10_17',-1.07,LEFT',UW',FEED',FAST'
45,06_10_17',-1.07,LEFT',UW',FEED',FAST'
45,06_10_17',-1.07,LEFT',UW',FEED',FAST'
45,06_10_17',-1.07,LEFT',UW',FEED',FAST'
45,06_10_17',-1.07,LEFT',UW',FEED',FAST'
45,06_10_17',0.25,RITE',UW',NEST',SLOW'
46,06_10_17',0.25,RITE',UW',NEST',SLOW'
47,06_10_17',0.25,RITE',DW',FEED',SLOW'
47,06_10_17',-1.07,LEFT',UW',FEED',FAST'
47,06_10_17',0.25,RITE',UW',NEST',SLOW'
47,06_10_17',-1.07,LEFT',UW',FEED',FAST'
48,06_10_17',-1.07,LEFT',UW',FEED',FAST'
48,06_10_17',-1.07,LEFT',DW',NEST',FAST'
48,06_10_17',-1.07,LEFT',DW',NEST',FAST'
48,06_10_17',-1.07,LEFT',UW',FEED',FAST'
49,06_10_17',0.25,RITE',UW',NEST',SLOW'
50,06_10_17',-1.07,LEFT',DW',NEST',FAST'
51,06_10_17',0.25,RITE',DW',FEED',SLOW'
51,06_10_17',-1.07,LEFT',DW',NEST',FAST'
51,06_10_17',-1.07,LEFT',DW',NEST',FAST'
51,06_10_17',0.25,RITE',DW',FEED',SLOW'
52,06_10_17',-1.07,LEFT',UW',FEED',FAST'
52,06_10_17',0.25,RITE',UW',NEST',SLOW'
53,06_10_17',0.25,RITE',UW',NEST',SLOW'
53,06_10_17',0.25,RITE',UW',NEST',SLOW'
53,06_10_17',-1.07,LEFT',UW',FEED',FAST'
53,06_10_17',-1.07,LEFT',UW',FEED',FAST'
53,06_10_17',-1.07,LEFT',UW',FEED',FAST'
55,06_10_17',-1.07,LEFT',DW',NEST',FAST'
